Row ID,Order ID,Order Date,Order Quantity,Sales,Discount,Profit,Unit Price,Customer Name,Country,Region,Customer Segment,Product Category,Product Sub-Category,Product Name
8398,CA-2011-113768,5/13/2011,2,8,0,3.84,4,Aaron Hawkins,US,California,Corporate,Office Supplies,Paper,EcoTones Memo Sheets
8398,US-2011-158400,10/25/2011,4,49.408,0.2,18.528,12.352,Aaron Hawkins,US,California,Corporate,Office Supplies,Binders,GBC VeloBind Cover Sets
8398,CA-2011-122070,4/22/2011,8,247.84,0,121.4416,30.98,Aaron Hawkins,US,New York,Corporate,Office Supplies,Envelopes,Staples
8398,CA-2011-122070,4/22/2011,3,9.912,0.2,3.3453,3.304,Aaron Hawkins,US,New York,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
8398,CA-2011-157644,12/31/2011,3,34.77,0,11.4741,11.59,Aaron Hawkins,US,New York,Corporate,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack"
8398,CA-2011-157644,12/31/2011,3,18.9,0,8.694,6.3,Aaron Hawkins,US,New York,Corporate,Office Supplies,Labels,Avery 51
8398,CA-2012-130113,12/27/2012,2,323.1,0,61.389,161.55,Aaron Hawkins,US,California,Corporate,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
8398,CA-2012-130113,12/27/2012,9,668.16,0.2,75.168,74.24,Aaron Hawkins,US,California,Corporate,Technology,Phones,Geemarc AmpliPOWER60
1505,48772,5/12/2009,44,3202.25,0.09,991.26,78.69,Aaron Smayling,CAN,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock
1506,48772,5/12/2009,11,81.25,0.01,-44.54,6.48,Aaron Smayling,CAN,Prarie,Small Business,Office Supplies,Paper,Xerox 213
1507,48772,5/12/2009,18,57.17,0.08,-24.03,3.28,Aaron Smayling,CAN,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 321
1508,48772,5/12/2009,12,41.97,0.05,-37.03,3.28,Aaron Smayling,CAN,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 351
1509,48772,5/12/2009,10,35.64,0.05,-0.71,3.58,Aaron Smayling,CAN,Prarie,Small Business,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes"
3506,1189,4/8/2009,27,129.1,0,-59.82,4.42,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Envelopes,Grip Seal Envelopes
3507,1825,12/4/2010,22,38.26,0.03,-2.34,1.76,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 310
3519,3750,4/29/2011,12,76.16,0.04,-24.03,5.98,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Paper,Xerox 1992
3615,21190,5/28/2009,28,1062.69,0.01,401.8,35.94,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Envelopes,"Tyvek � Top-Opening Peel & Seel � Envelopes, Gray"
3690,33956,1/19/2012,13,109.58,0,31.32,7.59,Aaron Smayling,CAN,Quebec,Small Business,Furniture,Office Furnishings,"Master Giant Foot� Doorstop, Safety Yellow"
3720,37638,1/21/2009,33,139.98,0.07,-140.54,4.13,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
3862,59104,2/12/2009,13,197.61,0.08,3.46,14.27,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand"
3863,59104,2/12/2009,22,68.92,0.04,2.63,2.98,Aaron Smayling,CAN,Quebec,Small Business,Office Supplies,Rubber Bands,Staples Gold Paper Clips
3864,59104,2/12/2009,38,3594.7435,0.05,1016.97,115.99,Aaron Smayling,CAN,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 7797
8398,CA-2014-113481,1/3/2014,2,695.7,0.5,-27.828,347.85,Aaron Smayling,US,North Carolina,Corporate,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
8398,CA-2014-113481,1/3/2014,5,15.66,0.7,-12.528,3.132,Aaron Smayling,US,North Carolina,Corporate,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
8398,CA-2014-113481,1/3/2014,6,28.854,0.7,-21.1596,4.809,Aaron Smayling,US,North Carolina,Corporate,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
8398,CA-2013-162901,3/29/2013,2,31.4,0,7.85,15.7,Aaron Smayling,US,Virginia,Corporate,Office Supplies,Storage,Hanging Personal Folder File
8398,CA-2014-162691,8/2/2014,3,1439.982,0.4,-263.9967,479.994,Aaron Smayling,US,Texas,Corporate,Technology,Machines,Bady BDG101FRU Card Printer
8398,CA-2014-162691,8/2/2014,7,36.288,0.2,12.7008,5.184,Aaron Smayling,US,Texas,Corporate,Office Supplies,Paper,Xerox 1998
8398,CA-2014-101749,10/4/2014,3,171.288,0.2,-6.4233,57.096,Aaron Smayling,US,California,Corporate,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
8398,US-2011-150126,7/27/2011,11,65.78,0,32.2322,5.98,Aaron Smayling,US,New York,Corporate,Office Supplies,Paper,Xerox 1956
8398,US-2014-147655,9/5/2014,7,88.074,0.7,-58.716,12.582,Aaron Smayling,US,Oregon,Corporate,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
8398,CA-2013-148747,9/26/2013,2,477.666,0.15,84.294,238.833,Aaron Smayling,US,California,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
1784,50533,5/31/2011,32,1974.66,0.06,-929.68,64.65,Adam Bellavance,CAN,Ontario,Small Business,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving
1785,50533,5/31/2011,3,73.44,0,-53.78,15.23,Adam Bellavance,CAN,Ontario,Small Business,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
1791,55269,3/7/2010,1,49.61,0,-41.82,30.98,Adam Bellavance,CAN,Ontario,Small Business,Office Supplies,Paper,Xerox 197
7649,9895,4/20/2010,9,54.79,0.05,-6.82,5.85,Adam Bellavance,CAN,West,Small Business,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2"
7655,17860,4/6/2011,16,139,0.05,-96.33,7.77,Adam Bellavance,CAN,West,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
7657,18596,10/2/2012,42,4917.69,0.02,126.31,110.98,Adam Bellavance,CAN,West,Small Business,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame
7658,18596,10/2/2012,32,416.8,0.01,223.38,12.53,Adam Bellavance,CAN,West,Small Business,Office Supplies,Labels,Avery 485
7665,26887,5/15/2011,38,1637.78,0.08,461.65,42.98,Adam Bellavance,CAN,West,Small Business,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge
7666,26887,5/15/2011,23,193.84,0.07,-117.1,8.04,Adam Bellavance,CAN,West,Small Business,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
7673,41793,5/15/2009,48,1286.87,0.05,384.38,26.48,Adam Bellavance,CAN,West,Small Business,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame
7674,42949,5/21/2009,40,202.11,0.08,-17.49,5,Adam Bellavance,CAN,West,Small Business,Office Supplies,Rubber Bands,Advantus Plastic Paper Clips
7675,42949,5/21/2009,49,630.99,0.07,-114.64,12.99,Adam Bellavance,CAN,West,Small Business,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator
8398,CA-2013-129714,9/2/2013,1,6.79,0,2.3086,6.79,Adam Bellavance,US,New York,Home Office,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub
8398,CA-2013-129714,9/2/2013,2,24.56,0,11.5432,12.28,Adam Bellavance,US,New York,Home Office,Office Supplies,Paper,Xerox 1881
8398,CA-2013-129714,9/2/2013,1,3.048,0.2,1.0668,3.048,Adam Bellavance,US,New York,Home Office,Office Supplies,Binders,Acco Hanging Data Binders
8398,CA-2013-129714,9/2/2013,4,49.12,0,23.0864,12.28,Adam Bellavance,US,New York,Home Office,Office Supplies,Paper,Xerox 1881
8398,CA-2013-129714,9/2/2013,4,4355.168,0.2,1415.4296,1088.792,Adam Bellavance,US,New York,Home Office,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
8398,CA-2013-161207,8/30/2013,3,27.93,0,8.0997,9.31,Adam Bellavance,US,New Hampshire,Home Office,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
8398,US-2013-108637,3/14/2013,2,127.88,0,40.9216,63.94,Adam Bellavance,US,Virginia,Home Office,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
8398,US-2013-108637,3/14/2013,2,160.32,0,44.8896,80.16,Adam Bellavance,US,Virginia,Home Office,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
8398,US-2013-108637,3/14/2013,4,46,0,20.7,11.5,Adam Bellavance,US,Virginia,Home Office,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
8398,CA-2014-134173,9/17/2014,4,20.736,0.2,7.2576,5.184,Adam Bellavance,US,Pennsylvania,Home Office,Office Supplies,Paper,Xerox 231
8398,CA-2014-159688,5/8/2014,1,79.99,0,28.7964,79.99,Adam Bellavance,US,California,Home Office,Technology,Accessories,Logitech G600 MMO Gaming Mouse
8398,CA-2012-150511,9/18/2012,2,18.54,0,8.7138,9.27,Adam Bellavance,US,Washington,Home Office,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
8398,CA-2014-107174,11/7/2014,7,2036.86,0,366.6348,290.98,Adam Bellavance,US,Washington,Home Office,Furniture,Tables,Hon 5100 Series Wood Tables
8398,CA-2014-107174,11/7/2014,2,449.568,0.2,-73.0548,224.784,Adam Bellavance,US,Washington,Home Office,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs
8398,CA-2014-107174,11/7/2014,3,108.96,0,32.688,36.32,Adam Bellavance,US,Washington,Home Office,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
8398,CA-2014-118213,11/6/2014,1,4.41,0,2.0286,4.41,Adam Bellavance,US,Indiana,Home Office,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
8398,CA-2014-118213,11/6/2014,3,167.94,0,82.2906,55.98,Adam Bellavance,US,Indiana,Home Office,Office Supplies,Paper,Staples
8398,CA-2014-118213,11/6/2014,10,67.8,0,31.188,6.78,Adam Bellavance,US,Indiana,Home Office,Office Supplies,Paper,Strathmore Photo Mount Cards
6604,2436,9/10/2011,14,330.21,0.07,83.24,22.84,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Paper,Xerox 1929
6621,3328,11/18/2012,12,1736.41,0.1,-762.44,146.05,Adam Hart,CAN,Yukon,Corporate,Furniture,Tables,BPI Conference Tables
6694,9091,11/11/2010,42,605.77,0.05,129.33,14.34,Adam Hart,CAN,Yukon,Corporate,Furniture,Office Furnishings,Nu-Dell Leatherette Frames
6695,9091,11/11/2010,44,1480.91,0,489.14,30.98,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Paper,Xerox 1979
6792,16642,3/2/2011,46,7640.225,0.07,2027.68,205.99,Adam Hart,CAN,Yukon,Corporate,Technology,Telephones and Communication,V70
6820,19040,12/19/2011,10,211.97,0.06,-46.83,21.38,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener
6823,19047,1/28/2009,1,67.49,0.06,-22.82,55.48,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Paper,Xerox 194
6824,19047,1/28/2009,3,6.76,0.02,-4.28,1.68,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Newell 323
6885,22914,1/13/2012,30,336.65,0.07,-71.05,11.7,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
6890,23297,7/2/2012,20,498.68,0.06,79.52,25.98,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Appliances,3M Office Air Cleaner
6891,23297,7/2/2012,34,5208.78,0.05,1547.78,155.06,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts"
6892,23301,4/18/2011,4,28.46,0.02,-27.13,5.98,Adam Hart,CAN,Yukon,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack"
6893,23301,4/18/2011,3,23.44,0.05,-10.58,5.98,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Paper,Xerox 1992
6900,23555,12/11/2012,29,104.7,0.09,42.16,3.69,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Labels,Avery 52
6901,23555,12/11/2012,5,284.4525,0.06,-254.78,65.99,Adam Hart,CAN,Yukon,Corporate,Technology,Telephones and Communication,V 3600 Series
6980,31461,6/27/2011,26,1463.42,0.08,350.82,59.98,Adam Hart,CAN,Yukon,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
7012,33702,9/2/2012,14,56.26,0,28.11,2.89,Adam Hart,CAN,West,Corporate,Office Supplies,Labels,Avery 498
7071,39041,10/26/2011,47,418.03,0,-158.58,8.09,Adam Hart,CAN,West,Corporate,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black"
7072,39041,10/26/2011,23,336.86,0.06,36.32,14.2,Adam Hart,CAN,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame
7074,39232,7/12/2011,11,391.9,0.1,-47.01,35.44,Adam Hart,CAN,West,Corporate,Office Supplies,Paper,Xerox 1880
7075,39232,7/12/2011,26,1451.59,0.06,435.11,55.48,Adam Hart,CAN,West,Corporate,Office Supplies,Paper,Xerox 194
7117,42338,11/2/2009,14,63.91,0.04,-44.47,4.14,Adam Hart,CAN,West,Corporate,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories
7118,42338,11/2/2009,32,1909.0065,0.01,344.13,65.99,Adam Hart,CAN,West,Corporate,Technology,Telephones and Communication,SC-3160
7132,43043,4/14/2012,4,904.12,0.07,28.81,225.04,Adam Hart,CAN,West,Corporate,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room
7224,49925,1/22/2010,1,3.41,0.06,-1.78,2.88,Adam Hart,CAN,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 346
7247,52196,1/30/2010,1,3.85,0.08,-1.36,3.08,Adam Hart,CAN,West,Corporate,Office Supplies,Labels,Avery 481
7248,52196,1/30/2010,10,547.0005,0.08,-97.2,65.99,Adam Hart,CAN,West,Corporate,Technology,Telephones and Communication,StarTAC Series
8398,CA-2013-149797,9/16/2013,2,841.568,0.2,294.5488,420.784,Adam Hart,US,New York,Corporate,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine
8398,CA-2014-165029,11/27/2014,3,12.84,0,3.7236,4.28,Adam Hart,US,Georgia,Corporate,Office Supplies,Art,Newell 347
8398,CA-2014-118857,4/16/2014,5,196.45,0,70.722,39.29,Adam Hart,US,Nevada,Corporate,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
8398,CA-2011-160066,11/16/2011,2,5.22,0,2.4012,2.61,Adam Hart,US,California,Corporate,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
8398,CA-2014-145702,5/20/2014,3,314.352,0.2,-35.3646,104.784,Adam Hart,US,Tennessee,Corporate,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
8398,CA-2014-145702,5/20/2014,7,27.888,0.2,10.1094,3.984,Adam Hart,US,Tennessee,Corporate,Office Supplies,Paper,Xerox 1949
8398,CA-2014-112004,9/26/2014,5,8.595,0.7,-6.303,1.719,Adam Hart,US,Pennsylvania,Corporate,Office Supplies,Binders,Avery Metallic Poly Binders
8398,CA-2014-112004,9/26/2014,2,190.896,0.2,-42.9516,95.448,Adam Hart,US,Pennsylvania,Corporate,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
8398,CA-2012-161795,12/21/2012,2,3.008,0.2,0.3384,1.504,Adam Hart,US,Ohio,Corporate,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
8398,CA-2013-147109,12/18/2013,10,51.84,0.2,18.144,5.184,Adam Hart,US,Texas,Corporate,Office Supplies,Paper,Xerox 214
8398,CA-2013-147109,12/18/2013,3,165.6,0.2,-6.21,55.2,Adam Hart,US,Texas,Corporate,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
8398,CA-2014-125451,10/24/2014,4,240.744,0.3,-13.7568,60.186,Adam Hart,US,Rhode Island,Corporate,Furniture,Tables,KI Adjustable-Height Table
8398,CA-2014-125451,10/24/2014,4,35,0,14.7,8.75,Adam Hart,US,Rhode Island,Corporate,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
8398,CA-2014-125451,10/24/2014,2,210.68,0,50.5632,105.34,Adam Hart,US,Rhode Island,Corporate,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
8398,CA-2014-125451,10/24/2014,3,637.896,0.3,-127.5792,212.632,Adam Hart,US,Rhode Island,Corporate,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"
8398,CA-2014-125451,10/24/2014,8,43.44,0,21.2856,5.43,Adam Hart,US,Rhode Island,Corporate,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
8398,CA-2014-125451,10/24/2014,1,2.22,0,0.666,2.22,Adam Hart,US,Rhode Island,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
8398,CA-2013-144015,6/27/2013,2,231.72,0,11.586,115.86,Adam Hart,US,California,Corporate,Office Supplies,Supplies,Premier Electric Letter Opener
8398,CA-2013-144015,6/27/2013,5,17.9,0,8.95,3.58,Adam Hart,US,California,Corporate,Office Supplies,Fasteners,OIC Binder Clips
8398,CA-2013-144015,6/27/2013,2,12.48,0,5.616,6.24,Adam Hart,US,California,Corporate,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�"
7846,6304,8/11/2011,30,199.11,0.01,-83.33,6.48,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Paper,Xerox 1966
7862,9888,9/12/2009,48,8374.132,0.06,2568.1,205.99,Adam Shillingsburg,CAN,West,Corporate,Technology,Telephones and Communication,TimeportP7382
7887,23046,10/6/2010,33,292.75,0.08,93.33,8.95,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
7912,29988,6/12/2009,12,5177.4,0.06,287.5,449.99,Adam Shillingsburg,CAN,West,Corporate,Technology,Copiers and Fax,Canon PC940 Copier
7934,37542,7/20/2009,26,2546.5235,0.09,210,125.99,Adam Shillingsburg,CAN,West,Corporate,Technology,Telephones and Communication,StarTAC 3000
7944,39072,2/22/2009,50,1633.37,0.08,144.69,34.99,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston� Vacuum Mount KS Pencil Sharpener
7947,39750,3/27/2009,7,140.59,0.01,-35.88,17.98,Adam Shillingsburg,CAN,West,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator
7948,40006,6/15/2009,35,157.99,0.03,-105.55,4.24,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders
7949,40006,6/15/2009,48,141.59,0.04,20.26,2.94,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 338
7960,46469,8/16/2009,17,1210.72,0.05,-382.43,70.98,Adam Shillingsburg,CAN,West,Corporate,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair
7961,46469,8/16/2009,18,93.26,0.05,-35.36,4.98,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright)
7972,52199,1/26/2011,19,92.24,0.05,-60.58,4.82,Adam Shillingsburg,CAN,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders
8398,US-2014-108063,12/3/2014,3,34.65,0,10.395,11.55,Adam Shillingsburg,US,Virginia,Consumer,Office Supplies,Art,Newell 309
8398,CA-2012-127509,11/9/2012,3,17.22,0,7.9212,5.74,Adam Shillingsburg,US,Missouri,Consumer,Office Supplies,Binders,Binder Posts
8398,CA-2012-127509,11/9/2012,7,1024.38,0,215.1198,146.34,Adam Shillingsburg,US,Missouri,Consumer,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
8398,CA-2012-127509,11/9/2012,3,26.22,0,12.3234,8.74,Adam Shillingsburg,US,Missouri,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
8398,CA-2012-127509,11/9/2012,3,17.34,0,8.4966,5.78,Adam Shillingsburg,US,Missouri,Consumer,Office Supplies,Paper,Xerox 1978
8398,CA-2014-145877,4/2/2014,6,94.2,0,23.55,15.7,Adam Shillingsburg,US,Missouri,Consumer,Office Supplies,Storage,Hanging Personal Folder File
8398,CA-2014-145877,4/2/2014,5,28.4,0,13.348,5.68,Adam Shillingsburg,US,Missouri,Consumer,Office Supplies,Envelopes,Staples
8398,CA-2014-136448,9/17/2014,3,71.976,0.2,19.7934,23.992,Adam Shillingsburg,US,Pennsylvania,Consumer,Technology,Accessories,Logitech Trackman Marble Mouse
8398,CA-2014-136448,9/17/2014,3,22.512,0.2,2.2512,7.504,Adam Shillingsburg,US,Pennsylvania,Consumer,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
8398,CA-2014-136448,9/17/2014,2,3.444,0.7,-2.7552,1.722,Adam Shillingsburg,US,Pennsylvania,Consumer,Office Supplies,Binders,Binder Posts
8398,CA-2014-136448,9/17/2014,2,538.194,0.7,-412.6154,269.097,Adam Shillingsburg,US,Pennsylvania,Consumer,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
8398,CA-2014-136448,9/17/2014,2,47.984,0.2,14.3952,23.992,Adam Shillingsburg,US,Pennsylvania,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
8398,CA-2013-119865,6/22/2013,5,36.56,0.2,12.796,7.312,Adam Shillingsburg,US,New York,Consumer,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
